transaction_id,timestamp,card_id,amount,merchant_name,merchant_category,channel,cardholder_country,merchant_country,device_id,ip_address
tx_000065,2026-05-17T07:20:23.498380,card_048,30.852468051673878,Netflix,utilities,atm,CA,CA,,
tx_000066,2026-05-05T13:20:23.498380,card_017,138.66139120164922,QuickPay Online,gas,online,CA,CA,,
tx_000067,2026-05-17T06:20:23.498380,card_031,117.03020879368378,Shell,restaurant,in_person,CA,CA,,
tx_000068,2026-05-20T07:20:23.498380,card_022,54.5151592189002,Walmart,online_retail,in_person,CA,CA,,
tx_000069,2026-05-09T15:20:23.498380,card_002,130.2961809111451,Shell,subscription,online,CA,CA,DEV-NORM-7,142.23.44.45
tx_000070,2026-05-12T20:20:23.498380,card_037,123.17401796507765,Apple Store,restaurant,in_person,CA,CA,DEV-NORM-3,
tx_000071,2026-05-12T07:20:23.498380,card_004,90.99344996471828,Amazon.ca,subscription,online,CA,CA,DEV-NORM-2,
tx_000072,2026-05-19T17:20:23.498380,card_016,73.27204564571697,Shell,grocery,atm,CA,CA,,
tx_000073,2026-05-11T11:20:23.498380,card_031,54.650767257359306,Netflix,utilities,online,CA,CA,,
tx_000074,2026-05-03T13:20:23.498380,card_035,11.723177035124372,Shell,gift_card,online,CA,CA,DEV-NORM-3,
tx_000075,2026-05-17T15:20:23.498380,card_000,108.62666539101583,Uber,gift_card,online,CA,CA,DEV-NORM-8,
tx_000076,2026-05-08T15:20:23.498380,card_025,93.75904161817223,Walmart,restaurant,online,CA,CA,DEV-NORM-1,
tx_000077,2026-05-13T12:20:23.498380,card_035,11.340436231704569,Uber,subscription,atm,CA,CA,,142.23.44.37
tx_000078,2026-05-05T01:20:23.498380,card_013,143.86653110142413,Apple Store,travel,atm,CA,CA,,142.23.44.17
tx_000079,2026-05-10T00:20:23.498380,card_010,7.97059791137846,QuickPay Online,travel,atm,CA,CA,,
tx_000080,2026-05-13T12:20:23.498380,card_010,30.367258299820126,Uber,grocery,online,CA,CA,,142.23.44.4
tx_000081,2026-05-03T14:20:23.498380,card_008,14.950974136547885,Amazon.ca,grocery,online,CA,CA,DEV-NORM-5,142.23.44.23
tx_000082,2026-05-13T23:20:23.498380,card_012,146.86015308363483,QuickPay Online,atm,in_person,CA,CA,,
tx_000083,2026-05-10T05:20:23.498380,card_030,134.7084937809066,Apple Store,travel,online,CA,CA,,142.23.44.1
tx_000084,2026-05-27T03:20:23.498380,card_035,93.33606654642202,Apple Store,restaurant,atm,CA,CA,,
tx_000085,2026-05-19T02:20:23.498380,card_007,102.54417903364241,Netflix,subscription,atm,CA,CA,,
tx_000086,2026-05-17T01:20:23.498380,card_022,8.352294337041052,Netflix,grocery,in_person,CA,CA,,
tx_000087,2026-05-06T05:20:23.498380,card_040,12.77874495358748,Walmart,utilities,in_person,CA,CA,,
tx_000088,2026-05-05T21:20:23.498380,card_024,6.679866949627604,QuickPay Online,atm,online,CA,CA,,142.23.44.9
tx_000089,2026-05-16T03:20:23.498380,card_007,12.50191581478258,Walmart,travel,online,CA,CA,DEV-NORM-7,
tx_000090,2026-05-07T20:20:23.498380,card_012,99.74958717088128,Walmart,gas,in_person,CA,CA,,
tx_000091,2026-05-22T10:20:23.498380,card_005,71.68651260026151,Netflix,subscription,in_person,CA,CA,,
tx_000092,2026-05-12T05:20:23.498380,card_035,84.95462533465161,QuickPay Online,restaurant,in_person,CA,CA,,
tx_000093,2026-05-20T01:20:23.498380,card_032,27.06353209392901,Netflix,gas,in_person,CA,CA,DEV-NORM-10,
tx_000094,2026-05-06T00:20:23.498380,card_001,67.66748399042004,Uber,restaurant,in_person,CA,CA,,142.23.44.22
tx_000095,2026-05-16T06:20:23.498380,card_036,139.32879883175815,Apple Store,atm,in_person,CA,CA,,
tx_000096,2026-05-07T15:20:23.498380,card_013,26.146753329590016,Shell,electronics,in_person,CA,CA,DEV-NORM-6,
tx_000097,2026-05-13T12:20:23.498380,card_045,73.7718913390236,Apple Store,restaurant,atm,CA,CA,DEV-NORM-4,142.23.44.32
tx_000098,2026-05-01T19:20:23.498380,card_032,4306.518672197157,QuickPay Online,utilities,in_person,CA,FR,,
tx_000099,2026-05-22T05:20:23.498380,card_011,1819.6865118103306,Tim Hortons,grocery,in_person,CA,FR,DEV-FRAUD,
tx_000100,2026-05-11T11:20:23.498380,card_010,64.3106007340273,Apple Store,entertainment,atm,CA,CA,,
tx_000101,2026-05-23T11:20:23.498380,card_023,30.702790041379096,Shell,entertainment,in_person,CA,CA,,
tx_000102,2026-05-11T17:20:23.498380,card_036,67.18580540209169,Uber,restaurant,online,CA,CA,,
tx_000103,2026-05-11T17:20:23.498380,card_020,97.16667894079741,Walmart,online_retail,atm,CA,CA,,
tx_000104,2026-05-21T07:20:23.498380,card_039,6.916852720131833,Netflix,gas,atm,CA,CA,,
tx_000105,2026-05-15T05:20:23.498380,card_012,88.25992838559912,QuickPay Online,travel,online,CA,CA,,
tx_000106,2026-05-19T06:20:23.498380,card_021,30.389508933052813,Walmart,gift_card,online,CA,CA,,
tx_000107,2026-05-18T13:20:23.498380,card_036,30.281212190780813,Walmart,online_retail,in_person,CA,CA,DEV-NORM-5,
tx_000108,2026-05-16T19:20:23.498380,card_005,7.176348385839568,Netflix,gift_card,online,CA,CA,,142.23.44.35
tx_000109,2026-05-10T15:20:23.498380,card_036,27.883714786598325,Apple Store,restaurant,online,CA,CA,,
tx_000110,2026-05-07T12:20:23.498380,card_029,117.51697740830927,Shell,subscription,atm,CA,CA,,
tx_000111,2026-05-31T03:20:23.498380,card_016,97.35989725848962,Amazon.ca,grocery,in_person,CA,CA,,
tx_000112,2026-05-29T17:20:23.498380,card_022,71.25973437506265,Tim Hortons,entertainment,in_person,CA,CA,,142.23.44.28
tx_000113,2026-05-04T05:20:23.498380,card_046,10.397202086217991,Apple Store,gift_card,in_person,CA,CA,,142.23.44.49
tx_000114,2026-05-13T13:20:23.498380,card_030,117.56636281308884,Amazon.ca,travel,online,CA,CA,,
tx_000115,2026-05-08T15:20:23.498380,card_027,52.55958973308507,Shell,subscription,online,CA,CA,,
tx_000116,2026-05-20T23:20:23.498380,card_029,49.289047403930276,Uber,grocery,online,CA,CA,,
tx_000117,2026-05-23T21:20:23.498380,card_047,149.11563965545508,Netflix,gas,in_person,CA,CA,DEV-NORM-2,142.23.44.49
tx_000118,2026-05-20T03:20:23.498380,card_016,127.99263118076271,Apple Store,utilities,in_person,CA,CA,,142.23.44.45
tx_000119,2026-05-11T04:20:23.498380,card_029,37.83140482342755,Amazon.ca,travel,online,CA,CA,,
tx_000120,2026-05-21T05:20:23.498380,card_024,19.062399031014714,Netflix,gift_card,in_person,CA,CA,,
tx_000121,2026-05-13T02:20:23.498380,card_016,91.07996604920207,Shell,travel,in_person,CA,CA,,
tx_000122,2026-05-21T15:20:23.498380,card_023,82.5218657136747,Netflix,gas,in_person,CA,CA,DEV-NORM-10,
tx_000123,2026-05-23T17:20:23.498380,card_020,82.26966105344886,QuickPay Online,gift_card,online,CA,CA,,
tx_000124,2026-05-01T22:20:23.498380,card_018,55.25343418869722,Uber,grocery,atm,CA,CA,,
tx_000125,2026-05-03T03:20:23.498380,card_040,52.790645067961144,Shell,restaurant,atm,CA,CA,DEV-NORM-6,
tx_000126,2026-05-01T20:20:23.498380,card_036,92.67663580850952,Shell,atm,in_person,CA,CA,,142.23.44.5
tx_000127,2026-05-10T11:20:23.498380,card_014,23.93415181468115,Netflix,entertainment,atm,CA,CA,DEV-NORM-2,
tx_000128,2026-05-23T03:20:23.498380,card_029,105.36870000065267,Shell,utilities,atm,CA,CA,,
tx_000129,2026-05-13T19:20:23.498380,card_039,46.547448615838626,Amazon.ca,atm,atm,CA,CA,,142.23.44.31
tx_000130,2026-05-28T21:20:23.498380,card_009,68.99457619228792,Uber,grocery,in_person,CA,CA,,
tx_000131,2026-05-30T07:20:23.498380,card_036,67.403225831705,Tim Hortons,utilities,in_person,CA,CA,,142.23.44.1
tx_000132,2026-05-02T10:20:23.498380,card_004,12.3870622354513,Walmart,restaurant,online,CA,CA,DEV-NORM-3,
tx_000133,2026-05-18T14:20:23.498380,card_034,21.460859056784624,Netflix,subscription,atm,CA,CA,DEV-NORM-8,
tx_000134,2026-05-03T21:20:23.498380,card_009,61.4287609524775,Amazon.ca,gift_card,online,CA,CA,,
tx_000135,2026-05-15T16:20:23.498380,card_001,2133.446797499501,Apple Store,electronics,online,CA,FR,,
tx_000136,2026-05-28T01:20:23.498380,card_007,146.47347604705368,Shell,utilities,in_person,CA,CA,,
tx_000137,2026-05-25T11:20:23.498380,card_039,61.273464964938,Walmart,entertainment,in_person,CA,CA,DEV-NORM-9,
tx_000138,2026-05-09T18:20:23.498380,card_048,25.72689142273701,Netflix,grocery,in_person,CA,CA,,
tx_000139,2026-05-14T15:20:23.498380,card_045,75.848701457655,Apple Store,atm,in_person,CA,CA,DEV-NORM-7,
tx_000140,2026-05-18T20:20:23.498380,card_027,105.4921767146876,Amazon.ca,atm,in_person,CA,CA,,
tx_000141,2026-05-24T02:20:23.498380,card_016,102.56678578848486,Tim Hortons,gift_card,in_person,CA,CA,DEV-NORM-9,142.23.44.39
tx_000142,2026-05-08T04:20:23.498380,card_020,91.68328720878294,Tim Hortons,utilities,in_person,CA,CA,DEV-NORM-10,
tx_000143,2026-05-21T00:20:23.498380,card_024,53.29507608206106,Uber,restaurant,online,CA,CA,,
tx_000144,2026-05-22T08:20:23.498380,card_036,94.48332944644565,Walmart,grocery,atm,CA,CA,,
tx_000145,2026-05-15T23:20:23.498380,card_017,137.67434665586603,Tim Hortons,grocery,online,CA,CA,,142.23.44.26
tx_000146,2026-05-09T14:20:23.498380,card_011,55.79682283125508,Walmart,grocery,in_person,CA,CA,DEV-NORM-10,
tx_000147,2026-05-16T02:20:23.498380,card_036,80.89742666436386,Uber,online_retail,atm,CA,CA,,
tx_000148,2026-05-30T17:20:23.498380,card_036,123.05453644125637,QuickPay Online,grocery,atm,CA,CA,,
tx_000149,2026-05-31T08:20:23.498380,card_012,93.53104700575636,QuickPay Online,gas,online,CA,CA,,142.23.44.42
tx_000150,2026-05-30T20:20:23.498380,card_025,88.65117440827873,Walmart,gift_card,atm,CA,CA,DEV-NORM-10,
tx_000151,2026-05-13T12:20:23.498380,card_047,144.67642371764234,Uber,online_retail,online,CA,CA,DEV-NORM-10,142.23.44.21
tx_000152,2026-05-22T19:20:23.498380,card_013,41.36631629286738,Shell,grocery,online,CA,CA,DEV-NORM-4,142.23.44.42
tx_000153,2026-05-17T18:20:23.498380,card_002,102.14630838827571,Amazon.ca,grocery,online,CA,CA,DEV-NORM-1,142.23.44.10
tx_000154,2026-05-05T21:20:23.498380,card_006,129.4345468209938,Walmart,online_retail,in_person,CA,CA,,
tx_000155,2026-05-14T12:20:23.498380,card_029,136.30630224161413,Amazon.ca,gas,online,CA,CA,,
tx_000156,2026-05-06T22:20:23.498380,card_004,110.19877109323157,Netflix,subscription,online,CA,CA,DEV-NORM-1,142.23.44.12
tx_000157,2026-05-16T16:20:23.498380,card_013,3227.3444349725573,Tim Hortons,travel,atm,CA,FR,,
tx_000158,2026-05-30T14:20:23.498380,card_047,9.726021901494544,QuickPay Online,restaurant,in_person,CA,CA,DEV-NORM-9,
tx_000159,2026-05-04T11:20:23.498380,card_005,36.45821184226142,Netflix,gift_card,atm,CA,CA,DEV-NORM-5,
tx_000160,2026-05-08T03:20:23.498380,card_015,110.57032718284525,Uber,entertainment,online,CA,CA,DEV-NORM-10,
tx_000161,2026-05-24T00:20:23.498380,card_022,46.322164669908986,Walmart,electronics,online,CA,CA,,
tx_000162,2026-05-10T23:20:23.498380,card_048,129.63248263975146,Shell,utilities,atm,CA,CA,,
tx_000163,2026-05-02T21:20:23.498380,card_035,32.05662105982241,Amazon.ca,gas,atm,CA,CA,DEV-NORM-2,
tx_000164,2026-05-24T09:20:23.498380,card_029,132.98252953578188,Apple Store,gas,atm,CA,CA,,
tx_000165,2026-05-24T17:20:23.498380,card_008,40.58785343294862,Amazon.ca,travel,in_person,CA,CA,,
tx_000166,2026-05-15T02:20:23.498380,card_025,127.10564240125326,Amazon.ca,gift_card,in_person,CA,CA,DEV-NORM-8,
tx_000167,2026-05-19T07:20:23.498380,card_033,110.084565345502,Shell,gift_card,atm,CA,CA,,142.23.44.18
tx_000168,2026-05-15T16:20:23.498380,card_027,16.173939573260242,Tim Hortons,utilities,in_person,CA,CA,DEV-NORM-4,
tx_000169,2026-05-07T15:20:23.498380,card_039,10.576454306022834,Amazon.ca,online_retail,atm,CA,CA,,
tx_000170,2026-05-03T20:20:23.498380,card_023,15.26579437361401,Tim Hortons,electronics,atm,CA,CA,,142.23.44.29
tx_000171,2026-05-11T21:20:23.498380,card_023,84.51638335739717,Uber,atm,in_person,CA,CA,DEV-NORM-7,
tx_000172,2026-05-03T20:20:23.498380,card_038,143.85320231423415,Shell,online_retail,in_person,CA,CA,,
tx_000173,2026-05-29T19:20:23.498380,card_036,146.28087034830912,Tim Hortons,restaurant,online,CA,CA,DEV-NORM-8,
tx_000174,2026-05-26T11:20:23.498380,card_042,3978.320088238784,QuickPay Online,subscription,in_person,CA,FR,DEV-FRAUD,82.10.15.22
tx_000175,2026-05-29T14:20:23.498380,card_019,133.92653994417935,Netflix,grocery,atm,CA,CA,DEV-NORM-4,142.23.44.30
tx_000176,2026-05-05T22:20:23.498380,card_049,72.36702622549456,Shell,travel,atm,CA,CA,,
tx_000177,2026-05-20T00:20:23.498380,card_048,62.21485857165235,Amazon.ca,restaurant,atm,CA,CA,DEV-NORM-3,
tx_000178,2026-05-13T16:20:23.498380,card_026,83.43920121985342,Netflix,grocery,in_person,CA,CA,,
tx_000179,2026-05-14T10:20:23.498380,card_035,57.3093560165824,Tim Hortons,restaurant,in_person,CA,CA,,
tx_000180,2026-05-14T15:20:23.498380,card_032,132.0606132699955,Walmart,utilities,online,CA,CA,,
tx_000181,2026-05-09T13:20:23.498380,card_008,66.37259755068007,Amazon.ca,grocery,online,CA,CA,,
tx_000182,2026-05-10T12:20:23.498380,card_035,2734.450100103072,Netflix,online_retail,in_person,CA,FR,,
tx_000183,2026-05-08T04:20:23.498380,card_046,26.596070589083606,Walmart,travel,atm,CA,CA,,142.23.44.13
tx_000184,2026-05-03T04:20:23.498380,card_045,143.56863218947817,Apple Store,grocery,online,CA,CA,DEV-NORM-4,
tx_000185,2026-05-15T11:20:23.498380,card_022,148.56651842681777,QuickPay Online,travel,online,CA,CA,,
tx_000186,2026-05-22T19:20:23.498380,card_032,125.11856132677664,Uber,electronics,in_person,CA,CA,,142.23.44.33
tx_000187,2026-05-08T04:20:23.498380,card_014,37.50554887262094,Shell,utilities,atm,CA,CA,,
tx_000188,2026-05-08T08:20:23.498380,card_015,139.46544555716827,QuickPay Online,atm,online,CA,CA,,
tx_000189,2026-05-09T03:20:23.498380,card_004,132.2586384008524,Apple Store,subscription,atm,CA,CA,,
tx_000190,2026-05-31T09:20:23.498380,card_027,117.39934319002053,Amazon.ca,atm,online,CA,CA,,142.23.44.27
tx_000191,2026-05-11T19:20:23.498380,card_027,144.29674144955794,Walmart,grocery,in_person,CA,CA,,142.23.44.25
tx_000192,2026-05-20T08:20:23.498380,card_020,40.47969117280057,QuickPay Online,electronics,atm,CA,CA,,
tx_000193,2026-05-14T21:20:23.498380,card_004,77.52273342748701,Apple Store,grocery,atm,CA,CA,,
tx_000194,2026-05-08T12:20:23.498380,card_006,36.67137925051373,QuickPay Online,utilities,atm,CA,CA,DEV-NORM-4,
tx_000195,2026-05-21T14:20:23.498380,card_041,20.00168347951676,Amazon.ca,gift_card,in_person,CA,CA,,
tx_000196,2026-05-25T00:20:23.498380,card_011,69.79068504908663,Walmart,utilities,atm,CA,CA,,
tx_000197,2026-05-20T07:20:23.498380,card_013,147.96430930546563,Tim Hortons,travel,atm,CA,CA,,142.23.44.24
tx_000198,2026-05-13T21:20:23.498380,card_041,32.767943595616956,Shell,electronics,in_person,CA,CA,DEV-NORM-3,
tx_000199,2026-05-05T08:20:23.498380,card_041,60.86029233430215,Amazon.ca,gas,online,CA,CA,DEV-NORM-10,
tx_000200,2026-05-21T22:20:23.498380,card_020,25.639946162024135,Amazon.ca,atm,atm,CA,CA,,142.23.44.13
tx_000201,2026-05-26T18:20:23.498380,card_042,144.64873500790696,QuickPay Online,travel,atm,CA,CA,DEV-NORM-6,
tx_000202,2026-05-24T04:20:23.498380,card_041,118.3018536308871,Amazon.ca,gas,atm,CA,CA,,
tx_000203,2026-05-25T23:20:23.498380,card_025,120.13098086790214,Walmart,grocery,atm,CA,CA,DEV-NORM-2,
tx_000204,2026-05-07T02:20:23.498380,card_043,51.282932769946036,Uber,electronics,in_person,CA,CA,DEV-NORM-8,142.23.44.4
tx_000205,2026-05-28T23:20:23.498380,card_039,10.188889498249697,Shell,restaurant,in_person,CA,CA,,142.23.44.19
tx_000206,2026-05-03T21:20:23.498380,card_022,80.46970563290503,Apple Store,travel,atm,CA,CA,,
tx_000207,2026-05-27T14:20:23.498380,card_018,121.29217097362357,QuickPay Online,subscription,atm,CA,CA,DEV-NORM-6,
tx_000208,2026-05-10T08:20:23.498380,card_013,96.90717159335802,Walmart,grocery,in_person,CA,CA,,
tx_000209,2026-05-22T19:20:23.498380,card_041,37.24715022690361,Apple Store,gas,in_person,CA,CA,DEV-NORM-7,142.23.44.25
tx_000210,2026-05-20T00:20:23.498380,card_008,49.11729008344592,Walmart,entertainment,online,CA,CA,,
tx_000211,2026-05-11T19:20:23.498380,card_013,33.54071543434567,Netflix,electronics,in_person,CA,CA,,
tx_000212,2026-05-07T03:20:23.498380,card_017,90.98984294981086,Netflix,entertainment,in_person,CA,CA,,142.23.44.19
tx_000213,2026-05-19T08:20:23.498380,card_023,1023.6900953168245,Tim Hortons,electronics,online,CA,FR,,
tx_000214,2026-05-20T03:20:23.498380,card_011,103.76964586079414,Amazon.ca,travel,atm,CA,CA,DEV-NORM-3,142.23.44.48
tx_000215,2026-05-25T11:20:23.498380,card_023,85.98393577642149,Netflix,atm,in_person,CA,CA,,142.23.44.11
tx_000216,2026-05-10T00:20:23.498380,card_006,114.23141501130968,Shell,atm,online,CA,CA,DEV-NORM-1,
tx_000217,2026-05-29T02:20:23.498380,card_010,72.347379576541,Uber,restaurant,atm,CA,CA,,
tx_000218,2026-05-19T09:20:23.498380,card_023,25.51536740505849,Apple Store,gift_card,atm,CA,CA,DEV-NORM-8,
tx_000219,2026-05-19T15:20:23.498380,card_018,80.55528577232198,Walmart,grocery,atm,CA,CA,,
tx_000220,2026-05-14T15:20:23.498380,card_005,109.42060344823356,Apple Store,entertainment,in_person,CA,CA,,142.23.44.8
tx_000221,2026-05-26T17:20:23.498380,card_020,79.54843275373169,Netflix,restaurant,atm,CA,CA,,142.23.44.48
tx_000222,2026-05-21T23:20:23.498380,card_020,146.5475255499361,Netflix,restaurant,in_person,CA,CA,DEV-NORM-6,
tx_000223,2026-05-08T02:20:23.498380,card_005,93.20225580818348,QuickPay Online,online_retail,atm,CA,CA,,
tx_000224,2026-05-27T18:20:23.498380,card_011,59.933547160392195,Uber,utilities,in_person,CA,CA,,
tx_000225,2026-05-04T15:20:23.498380,card_012,77.2550954017288,Apple Store,grocery,atm,CA,CA,DEV-NORM-1,142.23.44.28
tx_000226,2026-05-30T11:20:23.498380,card_008,57.64640886582239,QuickPay Online,gift_card,online,CA,CA,,
tx_000227,2026-05-29T22:20:23.498380,card_017,83.34731847127456,Apple Store,travel,online,CA,CA,,
tx_000228,2026-05-30T07:20:23.498380,card_049,98.92616772326265,Tim Hortons,grocery,in_person,CA,CA,,142.23.44.41
tx_000229,2026-05-24T15:20:23.498380,card_045,82.65435530253171,QuickPay Online,gift_card,atm,CA,CA,,
tx_000230,2026-05-14T21:20:23.498380,card_049,48.63774871326732,Shell,gift_card,online,CA,CA,,142.23.44.19
